20.07.06 08:00:47: root: DEBUG  : ColumnA ColumnB ColumnC ColumnD
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -43.823 1840.078765622
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.852 global_y(m) 0.828
20.07.06 08:01:02: root: DEBUG  : heading(deg) -13.167
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.36 vectorDirection(deg) -65.6
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.01 0.758
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.008 0.442
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.656 0.1962
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.6225 2.8775
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.052 1840.140808444
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1840.141061458
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -40.344 1840.148753453
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.868 global_y(m) 0.824
20.07.06 08:01:02: root: DEBUG  : heading(deg) -16.147
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.35 vectorDirection(deg) -67.8
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.005 0.753
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.011 0.431
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6276 0.2025
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.383 3.0273
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.048 1840.207928962
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1840.208809325
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -38.818 1840.218631754
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.884 global_y(m) 0.819
20.07.06 08:01:02: root: DEBUG  : heading(deg) -18.897
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.339 vectorDirection(deg) -70.0
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.0 0.752
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.014 0.418
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6084 0.1981
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 8.9692 2.92
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.047 1840.275108183
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1840.275335116
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -38.879 1840.278784407
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.9 global_y(m) 0.813
20.07.06 08:01:02: root: DEBUG  : heading(deg) -21.59
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.328 vectorDirection(deg) -72.3
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.008 0.76
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) -0.012 0.406
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6101 0.1839
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.0218 2.719
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.049 1840.342732646
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.342960247
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -39.551 1840.348699621
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.915 global_y(m) 0.806
20.07.06 08:01:03: root: DEBUG  : heading(deg) -24.397
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.318 vectorDirection(deg) -74.5
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.007 0.767
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) -0.008 0.398
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.5956 0.2011
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 8.8794 2.9989
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.045 1840.410786981
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.411021331
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -41.443 1840.418704035
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.929 global_y(m) 0.799
20.07.06 08:01:03: root: DEBUG  : heading(deg) -26.976
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.308 vectorDirection(deg) -76.7
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.01 0.777
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) -0.013 0.385
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.5829 0.1584
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 8.6143 2.3406
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.048 1840.47873612
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.479032796
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -37.903 1840.4888601
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.943 global_y(m) 0.792
20.07.06 08:01:03: root: DEBUG  : heading(deg) -29.726
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.298 vectorDirection(deg) -78.9
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.015 0.792
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.0 0.385
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.5912 0.1601
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 8.7159 2.3606
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.049 1840.545478223
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.545707239
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -41.321 1840.548772114
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.955 global_y(m) 0.785
20.07.06 08:01:03: root: DEBUG  : heading(deg) -32.533
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.288 vectorDirection(deg) -81.1
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.013 0.805
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) -0.0 0.385
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6098 0.1567
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 8.9775 2.3065
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1840.613413612
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.614197777
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -43.152 1840.618712577
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.969 global_y(m) 0.776
20.07.06 08:01:03: root: DEBUG  : heading(deg) -35.513
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.277 vectorDirection(deg) -83.5
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.008 0.813
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.001 0.386
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.069
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6385 0.1593
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.3166 2.325
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.055 1840.681949187
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.682177495
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -45.166 1840.688931259
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.981 global_y(m) 0.766
20.07.06 08:01:03: root: DEBUG  : heading(deg) -38.664
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.267 vectorDirection(deg) -86.0
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.001 0.814
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.0 0.386
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6341 0.1475
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.5004 2.2092
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.055 1840.749966109
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.750209832
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -48.645 1840.758580587
20.07.06 08:01:03: root: DEBUG  : global_x(m) 0.994 global_y(m) 0.756
20.07.06 08:01:03: root: DEBUG  : heading(deg) -41.815
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.256 vectorDirection(deg) -88.6
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) -0.003 0.811
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.003 0.389
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6598 0.1413
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.7166 2.0811
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.059 1840.816540272
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.816800285
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -44.617 1840.82850726
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.005 global_y(m) 0.745
20.07.06 08:01:03: root: DEBUG  : heading(deg) -45.196
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.245 vectorDirection(deg) -91.2
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.046
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) -0.007 0.804
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.005 0.394
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6211 0.1289
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.2244 1.9138
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.056 1840.883713286
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.883937554
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -44.067 1840.888912012
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.015 global_y(m) 0.734
20.07.06 08:01:03: root: DEBUG  : heading(deg) -48.404
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.234 vectorDirection(deg) -93.8
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.003 0.807
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.009 0.402
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.5983 0.1285
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 8.8867 1.9084
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1840.951146856
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1840.951378039
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -42.419 1840.958622125
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.025 global_y(m) 0.722
20.07.06 08:01:03: root: DEBUG  : heading(deg) -51.498
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.224 vectorDirection(deg) -96.4
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.01 0.816
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.009 0.411
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.066
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.5998 0.1269
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.02 1.909
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1841.01880011
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1841.019081454
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -42.175 1841.028532924
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.034 global_y(m) 0.71
20.07.06 08:01:03: root: DEBUG  : heading(deg) -54.592
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.213 vectorDirection(deg) -99.2
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.007 0.823
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.009 0.42
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6144 0.1356
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.0293 1.9924
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.055 1841.085788561
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1841.086014703
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -41.504 1841.088904013
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.042 global_y(m) 0.698
20.07.06 08:01:03: root: DEBUG  : heading(deg) -57.744
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.202 vectorDirection(deg) -102.1
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.007 0.83
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.007 0.427
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6126 0.145
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.0728 2.1468
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.053 1841.153312329
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1841.153543553
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -40.649 1841.158634332
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.051 global_y(m) 0.684
20.07.06 08:01:03: root: DEBUG  : heading(deg) -60.78
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.191 vectorDirection(deg) -105.4
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.006 0.836
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) 0.004 0.431
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6314 0.1647
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.2905 2.4235
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.053 1841.221396577
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1841.22251908
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -41.138 1841.228597043
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.058 global_y(m) 0.67
20.07.06 08:01:03: root: DEBUG  : heading(deg) -63.817
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.18 vectorDirection(deg) -108.9
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:03: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:03: root: DEBUG  : EffortLeft(duty) 0.002 0.837
20.07.06 08:01:03: root: DEBUG  : EffortRight(duty) -0.002 0.429
20.07.06 08:01:03: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:03: root: DEBUG  : Wheel_Increments(rad) 0.6498 0.1741
20.07.06 08:01:03: root: DEBUG  : Wheel_Speeds(rad/s) 9.595 2.5707
20.07.06 08:01:03: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.054 1841.290357105
20.07.06 08:01:03: root: DEBUG  : TimeStamp(s) 1841.290591913
20.07.06 08:01:03: root: DEBUG  : Gyro_raw(deg/s) -42.419 1841.298489677
20.07.06 08:01:03: root: DEBUG  : global_x(m) 1.065 global_y(m) 0.654
20.07.06 08:01:03: root: DEBUG  : heading(deg) -66.911
20.07.06 08:01:03: root: DEBUG  : vectorLength(m) 0.168 vectorDirection(deg) -112.9
20.07.06 08:01:03: root: DEBUG  : CurveFlip -1
20.07.06 08:01:03: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) -0.005 0.833
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.005 0.424
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.6544 0.1664
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 9.6024 2.4421
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.056 1841.358614419
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.35890772
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -44.006 1841.36868303
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.071 global_y(m) 0.639
20.07.06 08:01:04: root: DEBUG  : heading(deg) -70.119
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.156 vectorDirection(deg) -117.3
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
20.07.06 08:01:04: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) -0.005 0.828
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.002 0.422
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.67 0.1689
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 9.8136 2.4745
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.057 1841.425448263
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.42568278
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -43.762 1841.428604295
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.077 global_y(m) 0.622
20.07.06 08:01:04: root: DEBUG  : heading(deg) -73.385
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.145 vectorDirection(deg) -122.1
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
20.07.06 08:01:04: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) -0.009 0.819
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.003 0.42
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.6379 0.1873
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 9.3682 2.751
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.051 1841.493499809
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.493727617
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -36.926 1841.498531261
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.081 global_y(m) 0.606
20.07.06 08:01:04: root: DEBUG  : heading(deg) -76.307
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.134 vectorDirection(deg) -127.4
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
20.07.06 08:01:04: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) -0.0 0.819
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.008 0.411
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.5967 0.208
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 8.8358 3.0806
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.044 1841.561158356
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.561397163
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -33.508 1841.568740155
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.085 global_y(m) 0.59
20.07.06 08:01:04: root: DEBUG  : heading(deg) -78.828
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.124 vectorDirection(deg) -133.1
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
20.07.06 08:01:04: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) 0.011 0.83
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.015 0.397
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.5772 0.1996
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 8.6394 2.9879
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.043 1841.628891686
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.629180029
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -35.034 1841.638463393
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.087 global_y(m) 0.575
20.07.06 08:01:04: root: DEBUG  : heading(deg) -81.292
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.115 vectorDirection(deg) -139.5
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
20.07.06 08:01:04: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:04: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:04: root: DEBUG  : EffortLeft(duty) 0.015 0.844
20.07.06 08:01:04: root: DEBUG  : EffortRight(duty) -0.013 0.384
20.07.06 08:01:04: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:04: root: DEBUG  : Wheel_Increments(rad) 0.6138 0.2002
20.07.06 08:01:04: root: DEBUG  : Wheel_Speeds(rad/s) 9.0551 2.9533
20.07.06 08:01:04: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.047 1841.695413815
20.07.06 08:01:04: root: DEBUG  : TimeStamp(s) 1841.695640165
20.07.06 08:01:04: root: DEBUG  : Gyro_raw(deg/s) -37.17 1841.698446443
20.07.06 08:01:04: root: DEBUG  : global_x(m) 1.09 global_y(m) 0.558
20.07.06 08:01:04: root: DEBUG  : heading(deg) -83.985
20.07.06 08:01:04: root: DEBUG  : vectorLength(m) 0.107 vectorDirection(deg) -147.2
20.07.06 08:01:04: root: DEBUG  : CurveFlip -1
